Program_id,Emp_id,TRP,Program_name,Starting_time,Ending_time,Starting_Date,Ending_Date,Program_type,Sponsor,Number_of_Episodes
760,247,451.163,Transcof,9:04 PM,4:56 AM,30/05/2011,5/11/2013,Aaaahhhhhhhhhhhh!,"CNO Financial Group, Inc.",14
79,26,123.96,Duobam,3:56 AM,10:14 PM,2/11/2007,29/01/2016,Aaaahhhhhhhhhhhhhhh!,"Intellia Therapeutics, Inc.",80
523,145,426.91,Fixflex,2:45 AM,1:26 PM,14/09/2005,27/06/2007,Aaaahhhhhhhhhh!,"Capitol Federal Financial, Inc.",21
365,232,130.45,Stronghold,12:52 AM,4:04 PM,5/10/2010,12/12/2005,Aaaahhhh!,Formula Systems (1985) Ltd.,77
83,34,300.074,Lotstring,8:45 PM,6:03 AM,25/06/2004,15/02/2003,Aaaahhhhhh!,"Oaktree Capital Group, LLC",50
861,13,26.073,Temp,1:04 PM,2:12 PM,21/12/2003,4/11/2006,Aaaahhhhhhhhhhhhhh!,Union Pacific Corporation,58
191,120,136.073,Stim,2:20 AM,2:43 PM,12/11/2004,15/10/2010,Aaaahhh!,"Enviva Partners, LP",100
203,219,317.01,Stronghold,1:00 PM,5:56 AM,12/1/2001,16/08/2008,Aaaahhhhhhhhhhhh!,"Crossroads Systems, Inc.",77
277,10,313.172,Opela,6:55 PM,6:31 PM,1/4/2008,5/11/2011,Aaaahhh!,"Bemis Company, Inc.",55
159,41,85.036,Tin,12:00 PM,4:39 AM,22/07/2004,24/10/2000,Aaaahhhhhhhhhhhhh!,"Halyard Health, Inc.",66
806,228,423.451,Keylex,8:57 AM,8:08 AM,11/7/2005,9/7/2014,Aaaahhhhhh!,"Shoe Carnival, Inc.",62
66,160,108.999,Lotstring,11:22 PM,2:45 AM,24/04/2012,15/10/2012,Aaaahhhhhhhh!,Seadrill Partners LLC,15
502,201,78.085,Keylex,4:34 PM,12:32 PM,11/8/2010,2/1/2016,Aaaahhhhh!,Luxfer Holdings PLC,81
943,95,335.887,Flexidy,6:25 AM,9:59 AM,13/11/2013,14/09/2013,Aaaahhhhhhhhhhhh!,Pegasystems Inc.,99
74,97,256.124,Trippledex,6:06 AM,4:34 AM,1/1/2013,15/03/2001,Aaaahhhhhhhhhhhhh!,Camtek Ltd.,76
324,55,376.152,Y-Solowarm,4:18 AM,2:34 PM,7/12/2000,25/01/2012,Aaaahhh!,"Appliance Recycling Centers of America, Inc.",79
681,40,420.567,Stronghold,4:51 AM,1:49 AM,9/11/2011,4/7/2007,Aaaahhhhhhhhh!,"Rambus, Inc.",95
781,145,292.865,Job,7:08 PM,2:37 PM,19/03/2015,24/11/2008,Aaaahhhhhhhhhhhh!,MFS Government Markets Income Trust,62
647,217,422.094,Y-Solowarm,10:12 AM,12:59 AM,28/02/2001,27/05/2013,Aaaahhhhhhh!,The Charles Schwab Corporation,57
919,98,232.618,Bitwolf,2:08 PM,11:01 PM,14/01/2007,7/7/2005,Aaaahhh!,"Etsy, Inc.",11
522,82,217.186,Job,2:38 PM,7:46 AM,21/09/2004,6/12/2007,Aaaahhhhhh!,"Sevcon, Inc.",38
879,61,93.838,Wrapsafe,2:02 PM,3:24 PM,11/6/2013,12/7/2000,Aaaahhhhh!,Allstate Corporation (The),20
346,209,481.846,Bitchip,8:16 AM,3:38 AM,28/08/2013,1/4/2009,Aaaahhhhhhh!,Global Partner Acquisition Corp.,59
850,69,334.643,Cardguard,9:24 PM,9:34 AM,17/01/2010,17/08/2014,Aaaahhhhh!,Aegon NV,72
43,142,225.812,Mat Lam Tam,9:16 PM,3:48 AM,28/02/2008,24/01/2007,Aaaahhhhhhhhhhhhhh!,"Commerce Bancshares, Inc.",22
901,123,486.184,Bytecard,12:54 AM,11:39 PM,20/11/2005,5/8/2016,Aaaahhhh!,Nutraceutical International Corporation,93
808,76,270.267,Ronstring,5:30 AM,9:03 AM,3/7/2011,23/06/2008,Aaaahhhhhhhhhhh!,"ClubCorp Holdings, Inc.",1
279,120,480.336,Subin,5:30 PM,5:09 PM,20/08/2007,7/5/2006,Aaaahhhhhhhh!,Antero Midstream Partners LP,83
336,97,192.673,Sonair,12:19 PM,7:06 AM,6/7/2015,23/05/2005,Aaaahhhhhhhhhhhh!,MiX Telematics Limited,2
872,12,199.772,Cardguard,5:21 AM,6:53 PM,16/01/2005,20/08/2007,Aaaahhhhhhhhh!,"Silicon Laboratories, Inc.",42
570,110,143.343,Lotstring,4:31 AM,1:54 AM,20/11/2001,28/02/2014,Aaaahhhh!,"Owens & Minor, Inc.",69
268,163,251.344,Bitchip,5:50 PM,1:56 AM,11/1/2005,17/05/2008,Aaaahhhhhhh!,Brookfield Real Assets Income Fund Inc.,86
90,247,312.051,Stringtough,7:44 PM,9:40 PM,15/01/2013,28/09/2004,Aaaahhhhhh!,Energen Corporation,31
774,51,36.238,Stim,5:05 PM,11:01 AM,10/6/2008,31/07/2012,Aaaahhhhhhhhhh!,"Achaogen, Inc.",91
985,249,252.207,Opela,12:55 PM,7:21 AM,1/4/2006,17/05/2004,Aaaahhhh!,"America First Multifamily Investors, L.P.",54
909,106,145.85,Aerified,7:06 AM,9:09 PM,19/05/2007,11/4/2005,Aaaahhhhhhhhhhhh!,Aegon NV,68
753,190,352.18,Cookley,4:14 AM,6:27 AM,13/10/2007,27/09/2013,Aaaahhhhhh!,"Alteryx, Inc.",97
770,89,93.737,Quo Lux,1:39 AM,3:25 PM,8/2/2014,25/09/2004,Aaaahhhhhhhhhhhh!,"Vertex Energy, Inc",83
551,175,490.656,It,2:56 PM,12:58 PM,14/11/2006,22/06/2000,Aaaahhhhhhhhhhhhhhh!,Asbury Automotive Group Inc,16
438,38,347.822,Zaam-Dox,3:58 PM,6:15 PM,8/12/2013,9/11/2016,Aaaahhhhh!,"EnLink Midstream, LLC",77
86,116,397.081,Tampflex,5:41 PM,9:33 AM,18/04/2011,3/4/2000,Aaaahhhhhhhhhh!,Woori Bank,1
596,99,445.327,Tampflex,9:48 PM,8:36 AM,9/12/2001,21/07/2012,Aaaahhhhhhhhhhhhh!,Precision Drilling Corporation,71
627,236,63.58,Latlux,12:09 AM,6:51 PM,1/10/2013,22/11/2002,Aaaahhhhh!,Jack In The Box Inc.,57
725,47,193.544,It,3:01 AM,11:08 PM,14/11/2015,20/10/2010,Aaaahhhhhhhhhhhh!,"United Bancshares, Inc.",23
732,181,346.991,Bytecard,6:36 PM,2:39 PM,20/06/2004,17/03/2003,Aaaahhh!,"Sangamo Therapeutics, Inc.",98
815,37,316.758,Asoka,12:46 PM,8:34 AM,20/08/2013,20/08/2012,Aaaahhhh!,Jumei International Holding Limited,93
539,182,61.577,It,9:21 PM,10:20 PM,4/8/2000,8/1/2017,Aaaahhhhhhhhhhhhhhh!,"Moneygram International, Inc.",84
130,64,42.324,Stronghold,9:11 PM,8:52 AM,20/01/2011,14/12/2003,Aaaahhhh!,"Interlink Electronics, Inc.",34
233,67,223.634,Konklab,8:50 AM,7:20 AM,26/03/2009,28/03/2009,Aaaahhhh!,Knowles Corporation,9
694,220,395.245,Duobam,7:44 PM,7:13 PM,30/05/2016,9/10/2008,Aaaahhhhh!,"Blackrock MuniYield Michigan Quality Fund, Inc.",78
542,82,457.996,Sub-Ex,3:11 AM,5:51 AM,9/12/2016,21/04/2012,Aaaahhhh!,"Mota Group, Inc.",24
484,29,80.438,Domainer,4:05 PM,12:52 AM,13/02/2012,7/6/2004,Aaaahhhhhhhhh!,"Firsthand Technology Value Fund, Inc.",48
53,67,475.608,Voltsillam,8:25 PM,1:50 AM,17/03/2003,30/12/2009,Aaaahhhhhh!,First Commonwealth Financial Corporation,10
364,65,142.947,Cardify,3:30 AM,2:48 PM,25/08/2011,10/8/2012,Aaaahhhhhhhhh!,"MMA Capital Management, LLC",68
198,85,304.324,Zoolab,3:31 AM,6:21 AM,11/4/2003,26/02/2009,Aaaahhhhh!,"Beasley Broadcast Group, Inc.",64
972,231,10.226,Pannier,3:51 PM,7:30 PM,1/6/2003,19/07/2014,Aaaahhhhhhh!,Trimble Inc.,93
477,12,34.559,Cookley,6:29 PM,12:07 PM,11/7/2014,15/10/2005,Aaaahhhhh!,China Recycling Energy Corporation,77
127,20,309.254,Stringtough,2:28 PM,5:32 AM,4/3/2009,20/07/2014,Aaaahhhhhhhhhhhh!,iShares MSCI Europe Financials Sector Index Fund,57
5,223,96.511,Ronstring,7:41 PM,6:53 PM,17/05/2015,19/04/2009,Aaaahhhhh!,"Versum Materials, Inc.",24
256,226,293.658,Viva,3:00 PM,10:02 PM,6/6/2005,16/11/2006,Aaaahhhhhhhhh!,"Ballard Power Systems, Inc.",38
764,172,351.292,Y-find,1:51 PM,4:58 AM,1/12/2008,2/3/2007,Aaaahhhhhhh!,Kadant Inc,70
155,49,497.565,Tampflex,7:54 AM,11:48 PM,8/7/2015,17/09/2013,Aaaahhh!,"Aratana Therapeutics, Inc.",54
156,133,194.201,Bitwolf,2:25 PM,12:22 AM,26/02/2016,11/2/2016,Aaaahhhhhhhhhh!,"Hawaiian Electric Industries, Inc.",86
92,35,156.882,Holdlamis,11:45 AM,5:03 PM,25/04/2012,9/1/2006,Aaaahhh!,Bank Of New York Mellon Corporation (The),71
403,170,287.592,Viva,4:36 AM,7:10 AM,2/5/2004,25/09/2003,Aaaahhhhhhhhhhhh!,"BeyondSpring, Inc.",53
500,155,278.077,Hatity,8:42 PM,12:22 PM,3/5/2015,9/4/2014,Aaaahhhhhhhhhhhhhh!,"American Software, Inc.",64
267,96,491.044,Rank,5:19 AM,2:40 PM,24/02/2002,13/04/2001,Aaaahhhhhhhh!,"Acorn International, Inc.",54
527,196,418.724,Vagram,12:01 AM,4:29 PM,13/12/2000,1/1/2014,Aaaahhhhhhhhhhhhhhh!,Verizon Communications Inc.,84
855,39,357.815,Toughjoyfax,7:25 PM,12:59 PM,30/04/2012,4/10/2000,Aaaahhhh!,Marine Petroleum Trust,73
276,218,482.834,Bitwolf,12:26 AM,7:32 AM,26/10/2010,11/6/2008,Aaaahhhhhhhhh!,SVB Financial Group,9
779,212,229.34,Biodex,7:49 AM,4:40 PM,5/11/2003,12/9/2001,Aaaahhhhhhhhhhhhh!,General Finance Corporation,11
696,6,146.141,Regrant,4:24 AM,11:36 AM,8/10/2010,13/09/2007,Aaaahhhhhhhhhhhhhh!,The Blackstone Group L.P.,12
655,168,82.071,Hatity,12:02 PM,2:56 PM,26/12/2008,15/05/2011,Aaaahhhhhhhh!,Mobileye N.V.,16
605,157,134.95,Domainer,1:59 AM,8:39 PM,7/9/2003,3/6/2015,Aaaahhhhh!,B Communications Ltd.,87
895,144,278.618,Tempsoft,1:34 PM,6:06 AM,15/12/2008,3/1/2015,Aaaahhhh!,VictoryShares US Large Cap High Div Volatility Wtd ETF,53
768,229,403.104,Overhold,5:46 PM,8:06 AM,5/12/2003,22/03/2000,Aaaahhhhhhhh!,CVS Health Corporation,87
159,68,82.519,Tin,7:12 AM,9:32 AM,8/4/2004,16/05/2014,Aaaahhhhhh!,"SilverBow Resorces, Inc.",83
687,64,24.5,Bitwolf,12:36 PM,11:34 PM,5/9/2015,17/05/2003,Aaaahhhhhhhh!,"CBOE Holdings, Inc.",61
145,111,456.941,Mat Lam Tam,10:29 PM,5:05 PM,25/06/2002,25/12/2011,Aaaahhhhhhhhhh!,Janus Henderson Small/Mid Cap Growth Alpha ETF,85
281,183,289.921,Kanlam,1:21 PM,11:28 AM,30/09/2008,9/4/2015,Aaaahhhhhhhhh!,Aspen Insurance Holdings Limited,81
263,111,412.945,Voltsillam,11:15 AM,11:47 AM,10/7/2007,19/05/2005,Aaaahhhhh!,First United Corporation,31
647,97,183.603,Tresom,9:16 AM,7:12 AM,18/12/2012,1/12/2013,Aaaahhhhhhhhhhhhh!,Nuveen Intermediate Duration Municipal Term Fund,46
607,48,296.418,Trippledex,8:15 PM,2:16 PM,1/4/2001,23/02/2000,Aaaahhhhhhhh!,Liberty Interactive Corporation,56
706,183,290.914,Aerified,6:40 AM,4:23 PM,5/7/2007,15/12/2013,Aaaahhhhh!,"WellCare Health Plans, Inc.",89
651,194,19.61,Vagram,5:17 AM,8:49 PM,23/10/2004,21/03/2002,Aaaahhhhhhhhhhh!,SVB Financial Group,69
647,51,323.912,Stringtough,5:35 PM,5:54 PM,15/08/2000,23/04/2013,Aaaahhhh!,"Boston Properties, Inc.",87
664,11,127.569,Ventosanzap,8:04 PM,7:26 PM,2/7/2000,2/9/2011,Aaaahhhhh!,"EnLink Midstream Partners, LP",35
323,221,239.281,Cardguard,7:12 AM,3:42 AM,18/01/2014,6/1/2006,Aaaahhhhhhhh!,Royal Dutch Shell PLC,84
605,138,93.259,Pannier,7:21 AM,9:45 AM,2/1/2000,22/02/2012,Aaaahhhhhhh!,"NCI Building Systems, Inc.",49
648,132,94.037,Job,7:44 AM,9:12 PM,8/1/2002,6/11/2004,Aaaahhhhhh!,"Verastem, Inc.",53
913,144,89.883,Duobam,3:55 PM,6:13 AM,6/11/2002,5/1/2004,Aaaahhhhhhhhh!,"Halozyme Therapeutics, Inc.",67
282,95,187.846,Zamit,9:09 PM,9:08 AM,6/4/2004,7/2/2005,Aaaahhhhhhhhhhhhhhh!,Tekla Healthcare Opportunies Fund,10
254,101,359.427,Domainer,11:16 AM,9:31 AM,18/03/2012,12/2/2009,Aaaahhhhhh!,"Ennis, Inc.",17
33,163,448.49,Tres-Zap,6:27 PM,6:11 AM,1/7/2000,24/03/2013,Aaaahhh!,"Appliance Recycling Centers of America, Inc.",66
791,125,309.835,Voyatouch,11:37 AM,1:26 AM,28/11/2015,5/9/2015,Aaaahhhhhhhhhhhhh!,L.B. Foster Company,28
618,164,58.915,Toughjoyfax,4:57 PM,1:26 PM,26/11/2001,3/1/2001,Aaaahhhhh!,Severn Bancorp Inc,23
59,77,44.625,Domainer,1:49 PM,5:00 AM,20/06/2004,6/4/2011,Aaaahhhhhhhhhhhhh!,Hoegh LNG Partners LP,47
674,214,461.211,Bitchip,4:07 PM,1:39 PM,4/2/2005,7/2/2010,Aaaahhhhhhhhhhhhhh!,Kayne Anderson Acquisition Corp.,86
644,15,179.003,Zaam-Dox,10:11 PM,2:26 PM,27/06/2001,1/6/2004,Aaaahhhhhhh!,BioShares Biotechnology Products Fund,21
569,69,163.524,It,10:42 PM,6:49 PM,29/07/2014,12/2/2012,Aaaahhhhhhhhhhhhhhh!,"NetApp, Inc.",68
319,172,260.371,Bigtax,8:40 PM,4:03 PM,4/12/2005,17/11/2010,Aaaahhhh!,"Synergy Pharmaceuticals, Inc.",81
886,165,39.407,Tres-Zap,5:29 AM,7:19 AM,28/09/2005,23/09/2007,Aaaahhhh!,Oil-Dri Corporation Of America,63
113,84,44.685,Tresom,7:43 AM,9:04 AM,24/11/2008,17/08/2002,Aaaahhhhh!,"Herman Miller, Inc.",53
762,242,32.725,Voyatouch,7:23 PM,9:29 PM,26/04/2015,14/07/2016,Aaaahhhhhh!,Brown Forman Corporation,30
77,192,91.088,Flowdesk,9:53 PM,4:44 AM,3/9/2013,29/10/2015,Aaaahhhhhhhhhhhhhhh!,Avista Healthcare Public Acquisition Corp.,69
184,60,8.402,Viva,3:01 AM,4:55 PM,13/08/2008,4/12/2002,Aaaahhhhhhhhhhh!,"Gabelli Equity Trust, Inc. (The)",25
298,181,413.974,Vagram,8:41 PM,8:32 AM,9/2/2005,30/01/2006,Aaaahhhhhhhhhhh!,"Centennial Resource Development, Inc.",37
703,152,423.477,Y-find,3:04 PM,11:23 AM,22/05/2004,25/10/2002,Aaaahhhhhhhhhhhh!,"Corvus Pharmaceuticals, Inc.",59
904,177,288.005,Bitwolf,11:37 AM,12:39 AM,27/12/2000,17/12/2006,Aaaahhhhhhh!,Vanguard Russell 1000 Value ETF,68
257,186,333.765,Ronstring,8:23 PM,5:00 AM,7/7/2016,22/10/2010,Aaaahhhh!,PowerShares FTSE International Low Beta Equal Weight Portfolio,1
269,171,347.917,Home Ing,12:17 AM,4:56 PM,21/08/2003,29/09/2004,Aaaahhhhhhh!,Ingevity Corporation,52
228,119,110.765,Fixflex,10:58 PM,2:20 AM,9/8/2011,19/10/2002,Aaaahhhhhhh!,"National Bankshares, Inc.",6
9,230,61.529,Y-Solowarm,12:16 AM,3:07 AM,17/05/2004,28/06/2005,Aaaahhhhhhhhhhhh!,"Dicerna Pharmaceuticals, Inc.",55
602,60,143.247,Voyatouch,1:40 PM,8:38 PM,7/11/2007,4/1/2017,Aaaahhhhhhhhh!,IRSA Propiedades Comerciales S.A.,19
858,75,205.518,Cookley,7:54 PM,6:04 PM,26/04/2009,15/04/2012,Aaaahhhhhhh!,Cato Corporation (The),18
197,59,336.76,Treeflex,9:22 PM,5:14 AM,8/5/2011,30/11/2015,Aaaahhhhhhhhhhhhhhh!,"Del Taco Restaurants, Inc.",84
300,150,466.644,Otcom,9:12 PM,1:44 AM,7/5/2007,8/2/2007,Aaaahhhhhhhhhhhhhh!,"County Bancorp, Inc.",43
598,131,37.872,Lotlux,3:25 PM,9:44 AM,23/11/2008,9/7/2006,Aaaahhhhhhhhhhh!,Legacy Reserves LP,9
963,230,387.152,Lotlux,8:05 PM,7:38 AM,5/2/2004,1/12/2010,Aaaahhhhhhhh!,BlackBerry Limited,11
866,187,189.254,Holdlamis,9:33 AM,7:24 AM,29/05/2004,17/11/2009,Aaaahhhhhhhhhhhh!,Nuveen Real Estate Fund,9
174,144,491.073,Span,8:13 PM,10:08 PM,30/11/2006,11/9/2002,Aaaahhhhhhhh!,Drive Shack Inc.,45
770,118,80.327,Opela,7:59 PM,10:06 AM,15/10/2007,23/01/2003,Aaaahhhhhhhhhhhhhh!,Teekay Corporation,11
305,96,53.406,Solarbreeze,8:51 AM,4:49 AM,22/03/2014,12/3/2005,Aaaahhhhhhhhhhhh!,"Jaguar Animal Health, Inc.",35
417,159,438.314,Namfix,7:03 PM,7:31 PM,19/10/2012,15/05/2004,Aaaahhhhhhhhhhhhh!,Nuveen Arizona Quality Municipal Income Fund,77
255,145,210.675,Hatity,6:30 PM,11:16 PM,25/07/2002,1/2/2015,Aaaahhhhhhhhh!,"Genesee & Wyoming, Inc.",70
638,179,371.984,Domainer,9:27 AM,6:32 AM,17/05/2001,23/07/2015,Aaaahhhhh!,XL Group Ltd.,97
323,35,35.327,Lotlux,9:57 PM,9:21 AM,29/08/2009,23/06/2009,Aaaahhhh!,Nuveen Diversified Dividend and Income Fund,94
54,54,472.796,Cookley,2:50 AM,11:10 AM,19/06/2002,3/9/2013,Aaaahhhhh!,"Jernigan Capital, Inc.",83
413,36,138.936,Viva,8:32 AM,1:18 PM,5/10/2000,8/11/2008,Aaaahhhh!,Franco-Nevada Corporation,92
4,207,43.986,Tampflex,4:19 PM,10:33 PM,21/10/2013,28/09/2016,Aaaahhhhhhhhhhhh!,"GTY Technology Holdings, Inc.",76
533,190,146.06,Voltsillam,3:50 PM,4:30 PM,16/03/2004,23/12/2016,Aaaahhhhhhh!,"BlackLine, Inc.",19
196,40,433.86,Alpha,2:51 PM,5:17 PM,4/1/2002,9/9/2014,Aaaahhhh!,Mobile TeleSystems OJSC,30
137,126,331.521,It,8:33 PM,11:41 PM,3/10/2004,9/12/2012,Aaaahhhhhhhhhhhhhh!,"Gores Holdings II, Inc.",100
174,238,40.956,Stim,9:54 AM,12:44 PM,18/07/2015,23/02/2005,Aaaahhhh!,"Cass Information Systems, Inc",68
52,61,267.066,Cookley,8:53 AM,10:01 PM,2/4/2016,28/06/2005,Aaaahhhhhh!,Crescent Point Energy Corporation,67
415,145,284.855,Greenlam,6:58 AM,10:40 AM,2/2/2007,9/1/2007,Aaaahhhhhh!,"Maxim Integrated Products, Inc.",20
121,56,186.746,Alpha,11:27 AM,5:57 AM,14/10/2013,23/04/2016,Aaaahhhhhh!,Iron Mountain Incorporated,10
693,27,314.565,Namfix,8:13 PM,10:49 AM,25/05/2006,18/08/2015,Aaaahhhh!,Hooker Furniture Corporation,4
927,36,484.656,Regrant,12:40 PM,8:17 AM,26/11/2000,24/05/2003,Aaaahhhhhhhhhhhhh!,SandRidge Mississippian Trust I,51
882,16,380.37,Solarbreeze,5:23 PM,12:41 PM,13/12/2011,30/09/2003,Aaaahhhh!,"Spectrum Brands Holdings, Inc.",71
462,124,17.417,Cardguard,10:33 PM,10:06 PM,28/02/2003,18/06/2012,Aaaahhhhhhhhhhhh!,"Union Bankshares, Inc.",95
635,31,97.729,Job,6:57 PM,5:18 PM,11/4/2014,19/12/2001,Aaaahhhhhhhh!,"Liberty Expedia Holdings, Inc.",9
672,28,365.245,Zontrax,8:19 PM,7:16 PM,1/7/2008,22/12/2005,Aaaahhhhhhhhhhhhhh!,Logitech International S.A.,68
652,183,325.465,Home Ing,10:24 AM,12:22 AM,26/08/2010,14/01/2016,Aaaahhhhhhhhhhhh!,Biogen Inc.,31
945,153,380.973,Ronstring,10:47 PM,2:24 PM,17/08/2003,17/05/2012,Aaaahhhhh!,Apollo Commercial Real Estate Finance,48
209,250,18.446,Latlux,12:10 AM,1:45 PM,14/01/2008,19/08/2004,Aaaahhh!,"athenahealth, Inc.",19
837,139,216.14,Sonsing,12:14 AM,4:23 PM,31/05/2015,25/03/2002,Aaaahhhhhhhhhhhhhhh!,Rice Energy Inc.,46
275,72,154.473,Rank,5:19 PM,1:55 PM,7/11/2010,9/8/2003,Aaaahhhhhhhhhhhh!,"RigNet, Inc.",33
344,244,327.238,Lotlux,9:23 AM,2:46 PM,13/12/2004,18/08/2002,Aaaahhhhhhhh!,Quinpario Acquisition Corp. 2,46
441,104,359.55,Opela,9:00 AM,8:11 PM,1/1/2011,28/10/2006,Aaaahhhhhhhh!,J P Morgan Chase & Co,19
394,124,143.773,Biodex,2:20 PM,4:56 PM,22/01/2009,12/5/2009,Aaaahhhhh!,"SuperCom, Ltd.",70
815,43,198.36,Latlux,8:30 AM,4:04 PM,21/10/2013,25/12/2002,Aaaahhhhhhhhh!,Eagle Point Credit Company Inc.,46
780,239,178.617,Konklab,7:59 AM,9:33 AM,26/05/2000,9/7/2014,Aaaahhhhhhh!,"The Ensign Group, Inc.",9
458,62,286.868,Solarbreeze,3:40 AM,9:44 PM,27/09/2015,14/04/2013,Aaaahhhhhhhhhhhhhhh!,Independent Bank Corporation,21
446,12,1.203,Namfix,8:05 AM,9:51 PM,7/7/2003,20/10/2008,Aaaahhhhhhhhhhhhhhh!,"NextEra Energy, Inc.",75
460,185,348.852,Zathin,7:24 AM,8:48 PM,9/4/2007,5/1/2016,Aaaahhhh!,"Under Armour, Inc.",73
368,75,124.773,Andalax,11:41 PM,1:33 AM,12/7/2015,30/05/2006,Aaaahhhhhhhhhhh!,First Trust Japan AlphaDEX Fund,84
454,125,308.432,Latlux,9:54 AM,2:43 PM,8/3/2013,22/04/2006,Aaaahhhh!,Systemax Inc.,58
582,161,280.03,Prodder,3:40 AM,10:14 PM,25/04/2003,21/06/2012,Aaaahhhhhhhhhhhhh!,"Century Communities, Inc.",29
447,137,267.673,Opela,2:32 AM,12:46 AM,27/12/2011,8/3/2007,Aaaahhhhhhhhhhhhhhh!,New Mountain Finance Corporation,39
950,83,69.138,Wrapsafe,2:06 AM,6:35 PM,20/07/2013,10/10/2010,Aaaahhhh!,PowerShares KBW Property & Casualty Insurance Portfolio,11
677,163,264.535,Tampflex,8:07 AM,2:17 PM,9/10/2004,9/6/2002,Aaaahhhhhhhhhhh!,Michael Kors Holdings Limited,61
931,219,161.892,Fix San,7:55 PM,9:34 AM,11/9/2001,3/4/2016,Aaaahhhhhhhhhhh!,First Trust RiverFront Dynamic Emerging Markets ETF,93
377,40,178.313,Konklab,4:41 AM,3:45 PM,8/9/2014,9/3/2008,Aaaahhhhhhhh!,Hess Corporation,51
868,225,260.225,Flowdesk,11:58 AM,3:09 AM,8/1/2012,22/02/2000,Aaaahhhhhh!,Synovus Financial Corp.,54
206,141,204.687,Daltfresh,11:42 AM,3:57 AM,30/07/2005,2/4/2001,Aaaahhhhhhhh!,Enel Chile S.A.,37
483,172,85.181,Tres-Zap,12:56 PM,12:18 AM,21/07/2002,4/6/2004,Aaaahhhhhhhhhhhh!,Scorpio Tankers Inc.,18
899,20,437.416,Namfix,6:53 PM,6:46 AM,19/01/2004,27/10/2009,Aaaahhhhhhhhhh!,Cushing Renaissance Fund (The),63
346,37,128.277,Keylex,1:02 AM,8:27 PM,16/07/2007,18/09/2015,Aaaahhhh!,"Skechers U.S.A., Inc.",83
129,132,489.811,Biodex,2:01 AM,10:53 AM,5/3/2010,12/7/2009,Aaaahhhhhhhhhhhhh!,"Escalade, Incorporated",25
11,94,142.323,Y-Solowarm,3:16 PM,1:27 AM,12/9/2000,20/12/2010,Aaaahhhh!,Two Harbors Investments Corp,55
905,11,408.166,Ronstring,6:33 AM,11:38 AM,25/01/2002,9/3/2007,Aaaahhhhhh!,Kansas City Southern,52
181,126,282.487,Konklab,10:59 PM,6:38 AM,19/02/2011,3/5/2011,Aaaahhhhhhhhhhhhhhh!,Sirius XM Holdings Inc.,40
528,223,461.431,Wrapsafe,3:46 AM,1:28 AM,26/09/2012,22/05/2004,Aaaahhh!,L.S. Starrett Company (The),83
170,177,145.541,Greenlam,10:27 PM,9:55 PM,28/11/2000,21/07/2007,Aaaahhhh!,Exxon Mobil Corporation,38
631,123,51.748,Home Ing,7:21 PM,7:35 PM,17/11/2009,21/03/2012,Aaaahhhhh!,"Provident Financial Holdings, Inc.",81
771,89,431.176,Gembucket,8:12 PM,4:02 PM,29/03/2010,8/9/2005,Aaaahhhhhh!,"Ocular Therapeutix, Inc.",72
205,119,315.355,Alphazap,4:42 PM,8:22 AM,11/12/2012,29/01/2014,Aaaahhhhhhhhhh!,Eldorado Gold Corporation,12
657,170,394.562,Alpha,4:36 PM,5:51 AM,22/08/2011,4/2/2013,Aaaahhh!,"Mondelez International, Inc.",14
528,113,304.663,Voltsillam,7:01 PM,9:57 AM,9/10/2013,11/1/2010,Aaaahhhhhhhhhhh!,Taro Pharmaceutical Industries Ltd.,23
761,67,176.736,Opela,3:40 PM,2:18 AM,20/04/2007,11/9/2012,Aaaahhhh!,Putnam Managed Municipal Income Trust,19
296,37,136.658,Daltfresh,6:06 PM,4:33 PM,26/01/2005,17/11/2003,Aaaahhhhhhhh!,"Align Technology, Inc.",98
549,218,484.474,Fix San,8:05 PM,4:33 PM,9/3/2008,25/10/2003,Aaaahhhhhhhhh!,DAQO New Energy Corp.,53
821,57,300.189,Ventosanzap,4:51 AM,11:16 PM,17/08/2002,26/05/2012,Aaaahhh!,Schlumberger N.V.,53
398,248,229.833,Sonsing,11:14 AM,12:47 PM,4/12/2008,27/06/2007,Aaaahhhh!,"America Movil, S.A.B. de C.V.",52
255,103,470.735,Holdlamis,5:20 PM,12:29 AM,24/10/2000,11/4/2005,Aaaahhhhhhhhhh!,"Extreme Networks, Inc.",8
457,170,414.987,Konklux,6:01 PM,5:28 AM,3/9/2001,10/6/2007,Aaaahhh!,National Retail Properties,87
358,216,346.631,Zathin,2:10 AM,9:14 PM,1/11/2003,20/12/2008,Aaaahhhhhhhhhhh!,General Cable Corporation,52
79,62,396.486,Matsoft,6:40 PM,4:10 PM,22/01/2002,18/02/2004,Aaaahhhhhhhhhhhhhhh!,iPath US Treasury Steepener ETN,18
874,243,259.188,Prodder,6:28 PM,5:14 PM,15/06/2009,15/09/2003,Aaaahhh!,Oil-Dri Corporation Of America,21
548,19,41.656,Lotstring,9:16 AM,3:39 AM,3/10/2016,9/1/2014,Aaaahhhhhhhhhhhh!,Avista Corporation,99
753,77,461.245,It,8:05 PM,5:19 PM,26/01/2015,11/7/2015,Aaaahhhh!,Farmers Capital Bank Corporation,66
654,99,224.309,Home Ing,2:50 PM,11:02 PM,7/8/2009,10/3/2014,Aaaahhhhhhhhhhhhhh!,MTS Systems Corporation,82
