PROGRAM_ID,NEWS_NAME,NEWS_TYPE,NEWS_HOUR,CAMERAMAN_ID,DIRECTOR_ID,PRODUCER_ID,TITLE_SPONSOR
959,"Ebert, Schimmel and Pfannerstill",Neaverson,22,3738,1648,109,Skyba
618,"Krajcik, Torp and Langosh",Bennoe,5,3169,525,262,Voonte
174,Pollich Group,MacTrustrie,8,4864,3130,868,Tagopia
362,"Fadel, Grimes and Smith",Vedeniktov,8,4764,265,271,Jetwire
837,Skiles-Cruickshank,Cabbell,19,3995,977,154,Livefish
401,Gerlach-Price,Haggerstone,15,2642,2519,304,Thoughtstorm
450,"Bernier, Littel and Monahan",Olivera,3,2290,530,141,Eare
741,Lemke-Huel,Grzegorzewski,10,3785,2014,963,DabZ
979,Baumbach-Ratke,Long,8,2140,673,684,Blogspan
609,Ruecker and Sons,Roan,8,2864,2843,527,Browsezoom
389,Willms-Jenkins,Fillingham,5,1548,2294,331,Topicshots
184,"Roob, Herzog and Walsh",Davidovics,13,3500,2960,293,Voomm
431,Kirlin and Sons,Horlock,11,2959,599,723,Quatz
616,"O'Kon, Shanahan and Reilly",Pegg,5,3207,968,682,Edgeify
799,Moen-Terry,Cobain,19,3926,2393,941,Tagpad
544,Abbott-Heathcote,De Filippi,14,3248,2155,257,Voonder
461,Gottlieb and Sons,MacDaid,21,4455,1427,933,Flashset
709,Block LLC,Eliot,24,4487,4140,455,Digitube
193,Stoltenberg LLC,Forty,17,3934,3566,967,Pixope
312,Kertzmann-Keeling,Oppy,22,2280,1152,977,Yacero
469,Kilback and Sons,Hambridge,2,1202,1997,414,Yozio
105,O'Reilly and Sons,Yushkov,6,4849,4376,727,Dynabox
639,"Lindgren, Romaguera and Jacobs",Avraam,23,4141,3542,499,Realcube
102,Spinka Group,Glancy,1,2067,1996,812,Voomm
843,"Koss, Kuhic and Barrows",Grahlman,2,598,4990,540,Trupe
122,Mayer-Leffler,Dumbrill,19,2151,2807,867,Centidel
939,"Little, Fisher and McDermott",Welband,16,1758,919,775,Realpoint
240,Pollich and Sons,Aiken,2,2254,711,534,Linktype
721,Bogisich-Schuster,Greguol,5,2028,4978,187,Vipe
468,Langosh-Labadie,Matiebe,17,2155,4935,392,Gabtune
368,O'Kon-Kassulke,Juris,24,1030,388,420,Divavu
907,Hintz-Bahringer,Greenier,22,3305,3308,541,Kazio
365,Mueller-Boehm,Heymann,22,1479,2203,496,Jazzy
976,Rohan and Sons,Wheldon,8,892,4059,469,Dynava
414,"Fay, Stiedemann and Hahn",Cubberley,22,1610,3875,972,Browsezoom
696,Glover and Sons,Rutherforth,17,4291,2038,629,Innojam
915,"Goyette, Davis and Friesen",Roydon,13,4164,4376,171,Shuffletag
236,Dibbert-Christiansen,Marklund,13,4698,2269,459,Aimbo
614,"Donnelly, MacGyver and Dietrich",Fearick,7,2009,2059,562,Oyoba
263,Bartell-Fadel,Paulou,13,2609,2433,578,Mudo
490,Windler-Wilkinson,Fackrell,23,2997,807,526,Ntag
484,Schmeler-Hyatt,Rochelle,10,578,4069,212,Wordware
494,Pfannerstill and Sons,Pizey,13,4159,4905,326,Eazzy
195,Ortiz-Baumbach,Lauchlan,6,4445,590,109,Brightbean
639,"Wilkinson, Bahringer and Rogahn",Halbeard,6,2105,2894,663,Realblab
736,Bruen-Farrell,Zorzin,22,1307,2093,407,Trilia
729,Hoeger and Sons,Searles,11,4462,2277,433,Yakitri
849,"Hackett, Murphy and Nikolaus",Rudall,2,1710,4742,447,Miboo
854,Hoppe-White,Barbrook,4,744,4179,787,Nlounge
561,Mraz-Jacobson,Queen,23,3424,3064,546,Zoomcast
835,"Greenholt, Schowalter and Spinka",Licari,24,1736,4883,468,Kayveo
947,Von-Sanford,Jarret,18,4818,307,452,Zoomdog
762,Hintz-Cassin,Domerq,16,2597,2106,261,Mymm
806,Goldner-Doyle,Scone,1,2258,2470,553,Twitterbeat
187,"Schmeler, Gerhold and Langosh",Heppenspall,0,1413,2414,334,Riffpath
742,"Williamson, Zulauf and Cassin",Chadderton,15,3703,3196,734,Photospace
922,Wiza LLC,Fisby,15,3807,3878,855,Aimbu
373,"Tillman, Lueilwitz and Erdman",Richel,5,1770,3826,648,Vimbo
373,"McKenzie, Will and Nikolaus",Emmerson,2,3665,3613,374,Kaymbo
351,"Bartell, Mitchell and Krajcik",Redmond,11,1245,1468,654,Gigaclub
579,Carroll Inc,Gonning,4,2703,4779,636,Ooba
709,"Wilkinson, Schoen and Pollich",Caddock,15,4439,4827,238,Voonder
606,O'Connell and Sons,Wincott,14,682,2083,640,Browsedrive
942,Hagenes-Hodkiewicz,Penylton,12,301,4539,517,Devpulse
953,Little LLC,Aseef,19,343,4838,451,Oloo
645,"Fadel, Fay and Oberbrunner",Levecque,21,3136,166,639,Devcast
188,Barrows LLC,Popham,13,3094,2924,207,Oyonder
519,"Mitchell, Bednar and Homenick",Bairnsfather,0,3197,740,109,Twitternation
559,"Bogisich, Bergnaum and Morissette",Copnell,24,4301,3723,729,Centizu
342,"Volkman, Wolff and Barrows",Collocott,11,724,347,707,Muxo
761,Kihn-McDermott,Bromige,14,4139,4148,958,Photofeed
441,"Emard, Corwin and Altenwerth",Truggian,1,3011,3980,670,Zava
346,Larkin-Nienow,Dudney,7,3812,3089,748,Thoughtsphere
458,Dooley-Gibson,Parmley,12,848,4620,228,Trunyx
137,Schimmel-Fay,Poff,24,4307,1423,711,Rhynyx
769,Gleichner-Conroy,Frid,17,4580,603,471,Jabbersphere
704,Roberts and Sons,Chamberlin,20,594,2509,192,Chatterpoint
646,Mohr Inc,Duffil,17,4565,1543,426,InnoZ
773,Strosin-Kozey,Andretti,15,1060,2504,784,Camimbo
434,"Kub, Jones and Mayert",Kalewe,21,4491,850,995,Kaymbo
490,Goldner-Langosh,Adamowicz,7,2232,3924,112,Yabox
433,Schimmel Group,Burley,9,3468,1074,556,Chatterpoint
811,Morissette-Kovacek,Bartosiak,5,1714,3516,264,Zoonder
162,Wisozk and Sons,Vasnetsov,2,1219,345,637,Twitterwire
161,"Luettgen, O'Hara and Kshlerin",Wanklin,18,2645,1855,825,Voomm
232,Maggio-Schuppe,Lagden,14,4549,1002,852,Demivee
134,"Wisozk, Dare and Wiegand",Spindler,20,159,2084,366,Rooxo
579,Carroll LLC,Cullinan,11,4113,331,142,Oloo
491,Larson-Stark,Barltrop,12,1775,3142,827,Kimia
955,"Runolfsson, Feeney and Hamill",Brokenshire,8,752,3954,936,Oyoyo
362,"Hintz, Emard and Kshlerin",Trematick,2,4238,3971,495,Ntags
267,Romaguera Inc,Gormally,0,706,4273,102,Flipopia
766,Renner-Kling,Dechelle,11,469,4300,358,Blogtags
143,Moore-Shanahan,McGeown,21,447,1982,322,Kwilith
308,"Berge, Stiedemann and Blanda",Grewes,4,983,3784,345,Yamia
998,Graham LLC,Cleef,15,2324,4072,669,Babblestorm
517,Hoeger-Jacobson,Parradine,0,2708,2858,959,Browsetype
999,"Christiansen, Reilly and Daniel",Kinner,0,863,314,101,Yodo
320,Rowe-Bogan,Marusyak,17,3877,4297,272,Tazz
266,Stroman-Ritchie,Budibent,24,3720,3081,349,Aimbo
648,Powlowski LLC,Farans,22,4972,1479,980,Lajo
632,"Bruen, Bailey and Bogan",Jendricke,0,185,3092,482,Kazio
413,"Durgan, Ondricka and Kunde",Filkov,1,876,1388,229,Topdrive
380,"Ortiz, Gusikowski and Sporer",Aindrais,6,781,985,269,Skippad
137,Gutkowski and Sons,Schrieves,23,1737,1588,568,Cogibox
895,"Lindgren, McKenzie and Feil",McBrearty,10,4763,4282,714,Aibox
971,Rolfson and Sons,Fresson,15,4291,3100,172,Youtags
149,"Runte, Ritchie and Schamberger",Sailor,2,3545,1228,363,Flashspan
475,Bogisich Inc,Clausius,1,3268,1377,646,Kwideo
940,Auer LLC,Dangl,1,3438,4215,202,Buzzbean
526,"Schmeler, Harris and Johnson",Rowney,5,2492,2059,454,Zoombeat
264,Halvorson-Huels,Danaher,17,4322,654,418,Babbleblab
696,Schinner-Bernhard,Northey,1,2013,3310,884,Quinu
686,Haag-Bartoletti,Challiss,0,3971,344,918,Oyope
640,Spencer Group,Bielfelt,13,1903,4992,651,Kwideo
784,Cremin LLC,Scotti,21,333,3153,150,Camimbo
475,Kutch Group,Abbets,6,2569,1885,631,Topdrive
116,Weimann and Sons,Youster,11,1713,4059,545,Kamba
994,Nienow-Gislason,Blevin,15,172,2371,653,Skyndu
250,Padberg-Franecki,Attock,10,4000,2452,845,Zoonder
918,Kris-Stehr,Passe,14,2204,1793,953,Blogtag
284,Collier-Stamm,Antognazzi,23,4508,1604,613,Yamia
890,Stamm-Bosco,McGuinness,7,4941,2839,267,Dynazzy
210,Steuber Inc,Winkell,19,1935,4676,477,Browsezoom
795,Bergnaum-Cole,Napleton,12,4005,1567,135,Quinu
131,Klein-Ferry,O'Shields,2,4221,3462,725,Kwilith
495,Rowe-Effertz,Snalum,8,4950,1538,695,Jetwire
255,Kirlin-Ward,Starton,4,812,691,531,Mycat
922,Romaguera and Sons,Brockbank,5,623,1062,552,JumpXS
810,Beatty-Upton,Benet,19,4931,4576,857,Oozz
871,Waters Inc,Adran,16,4378,2996,244,Skippad
712,"Runolfsdottir, Robel and Sporer",Tripon,23,1790,4605,309,Thoughtworks
574,"Bergnaum, Emmerich and Dooley",Whear,24,673,101,201,LiveZ
285,Herman LLC,Pullinger,23,1678,2016,623,Leexo
887,Langworth-Windler,Fine,8,3668,2446,813,Devpulse
253,"Lind, Wiza and Rath",Lehrer,8,3575,183,566,Devshare
992,Dach and Sons,Tydd,11,2765,4573,584,Jabberstorm
316,Mayer-McGlynn,Crann,6,2138,499,960,Shuffledrive
990,Schumm-Legros,Filippi,9,2061,3925,731,Zoomcast
794,"Renner, Brakus and Rolfson",Hustings,23,3349,391,759,Eidel
439,Veum and Sons,Martensen,22,4817,708,483,Gabtype
549,"MacGyver, Larkin and Johnston",Fortnam,9,615,1774,670,Vimbo
260,"Bashirian, O'Hara and Crona",Kitching,9,255,3544,480,Buzzshare
390,"Konopelski, Aufderhar and Lockman",Hickenbottom,15,622,2009,823,Photobean
219,Pacocha-Weimann,De Few,4,528,1589,532,Babbleset
729,Rodriguez-Littel,MacTurlough,22,2570,2695,423,Bluezoom
720,"Spinka, Kunze and Keebler",Narup,22,808,2130,431,Blogtag
936,"Hills, Murray and Beier",Bleier,13,1244,846,717,Yodoo
447,"Schulist, Dietrich and Feeney",Spaughton,15,2626,4670,763,Thoughtstorm
464,Gerhold-Roob,Scowcroft,5,2321,4419,484,Tambee
584,Kassulke Group,Belleny,11,2795,4038,154,Midel
595,"Windler, Schowalter and Cole",Maestrini,2,839,2386,963,Kazu
311,Connelly-Reynolds,Togwell,24,997,1279,148,Gabvine
575,"Schulist, Borer and Ritchie",Crosbie,10,1240,4008,504,Zoomcast
334,Macejkovic LLC,Hawkswood,18,2112,3630,453,Avamba
292,Haag Inc,Di Franceshci,10,4445,2889,843,Leexo
478,Kling Inc,Myatt,7,2371,1723,678,Myworks
807,Marvin-Ullrich,Fenny,13,3526,4868,340,Avavee
701,"Mohr, Predovic and Hettinger",Menier,0,1460,4879,373,Kwimbee
400,Johns Group,Silverwood,22,1380,1514,308,Thoughtbeat
119,Dickens and Sons,Sollom,9,2391,986,489,Topiczoom
214,Shanahan Inc,McCoid,20,3014,4798,536,Vitz
601,"Greenfelder, Witting and Bailey",Berick,18,4922,2125,576,Yombu
1000,Graham Inc,Forward,3,4981,2531,866,Ainyx
680,Schimmel-Rutherford,Pothergill,5,1638,3733,974,Twitterbridge
802,Harber and Sons,Jinkins,13,2120,1407,408,Youspan
250,Kiehn Group,Riddock,22,3486,1099,339,Wikizz
506,Glover-Brown,Monkhouse,15,2514,4950,913,Eabox
852,Reilly-Hermann,Miroy,0,1474,3589,815,Shuffletag
476,Frami-Altenwerth,Cornforth,9,2827,232,782,Livetube
374,Hirthe Inc,Browne,20,2569,1550,797,Voolia
239,Armstrong-Goyette,Paolucci,9,1243,1742,948,Mymm
721,Blanda-Glover,Sutherby,3,1290,1348,273,Janyx
819,Harber Inc,Clawson,20,315,3167,978,BlogXS
876,Donnelly-Jast,Cakebread,4,4157,3524,552,Mybuzz
646,Zieme and Sons,Torn,17,4220,3334,271,Twinder
489,Wolf-DuBuque,Classen,0,3398,4167,128,Vidoo
757,"O'Hara, Altenwerth and Barton",Kirley,18,190,2318,129,Eare
466,"Gerhold, Goodwin and Eichmann",Feckey,7,1424,3214,510,Babblestorm
918,"Dietrich, Konopelski and Will",Phant,23,4453,1451,628,Bubblebox
116,Reichel Group,McFfaden,1,395,1358,758,Devify
523,Yost Group,Belfelt,13,4703,3197,227,Twinder
866,"Streich, Kuvalis and Schimmel",McKeown,15,4897,4076,693,Wordware
459,Hackett-Botsford,O'Corhane,5,2798,4811,511,Mudo
918,Schneider and Sons,Barthram,12,925,3970,504,Devcast
816,White Group,Seefus,22,1654,2657,672,Jayo
485,Harber LLC,Cranston,13,3164,587,194,Yakidoo
180,Hayes Group,Dorin,6,4545,2514,785,Yadel
321,"Anderson, Windler and Orn",Rice,9,2153,2595,825,Pixonyx
764,Braun Group,Portam,20,4130,2871,766,Vitz
384,Stroman-Hansen,Bache,18,896,2294,340,Zava
687,"Jacobs, Bednar and Treutel",Gristwood,0,3024,4235,845,Jabbersphere
928,"Turner, Ondricka and Schneider",Flook,5,4289,3048,260,Roomm
484,"Legros, Runolfsdottir and Kuvalis",Pixton,11,2377,4905,935,Thoughtbeat
562,Stehr and Sons,Bourchier,8,1309,2822,386,Realcube
489,Howell and Sons,Gulland,17,2457,2165,530,JumpXS
648,Hansen Inc,Offa,3,1392,4991,360,Aimbo
461,Cartwright Inc,Jewett,8,3636,298,827,Quamba
385,McGlynn-Williamson,Swalwel,0,2116,3693,318,Mynte
931,Koelpin Inc,Hancell,20,3298,3243,465,Muxo
124,"Nader, King and Marks",Trigg,14,2245,3143,515,Youfeed
735,"Hammes, Stehr and Gottlieb",Sporton,1,4829,1040,772,Oyoloo
297,"Stark, Larkin and Gislason",Newland,11,1493,2164,587,Youtags
242,Mante-Metz,Simonutti,20,4722,2059,645,Voolith
234,Johnston-Bogan,Scarman,12,1365,4621,472,Skynoodle
713,"Pfeffer, Ledner and Bosco",Akhurst,20,4426,1569,586,Brightdog
544,Hilpert Group,Whissell,16,3058,1113,453,Skimia
168,"Prohaska, Abernathy and Terry",Giuroni,20,4135,2216,619,Rhynyx
821,Gislason Group,Brigstock,15,3873,2309,764,Yadel
575,Green-Schultz,Beere,3,2785,106,350,Realpoint
921,"Pagac, Okuneva and McLaughlin",Scala,18,120,1864,378,Trilith
233,"Wehner, Kulas and Ankunding",Kamiyama,2,4373,1746,618,Twinte
716,Kuhn-Barton,Bloor,5,269,3610,950,Shufflester
361,Kunze Group,Coundley,18,3404,1739,892,Omba
407,Kulas-Little,Kundt,5,1100,1112,234,Dynabox
187,Kris-Smith,Yukhnev,5,2031,337,624,Feedmix
839,"Skiles, Konopelski and Monahan",Stronghill,14,833,1146,940,Lajo
804,Labadie LLC,Rowter,2,469,4276,285,Zazio
449,"Buckridge, Weber and Spencer",Goss,17,3384,4104,519,Nlounge
423,Wiza-Price,Levens,8,2687,3071,615,Twimbo
831,"Kunde, Williamson and Abshire",Rispin,3,4395,1109,456,Trudeo
146,Keebler-Kovacek,Damp,23,127,3675,906,Quatz
742,Stoltenberg-Grimes,Crawford,5,1642,3242,595,Quimm
719,"Lehner, MacGyver and Zulauf",Postance,7,3598,4250,527,Miboo
394,Hamill-McLaughlin,Stagge,12,4285,3608,139,Vitz
200,Wintheiser-Rutherford,Vautin,17,2665,842,311,Eare
218,Schamberger LLC,Trowill,9,142,2727,182,Chatterbridge
892,Padberg Inc,Alves,3,3855,3776,884,Abata
475,"Conn, VonRueden and DuBuque",Bottrill,12,3381,949,276,Feedspan
575,"Kessler, Quitzon and Rogahn",Buncher,18,2418,3514,429,Kwilith
902,O'Kon-Schroeder,Bridewell,8,3944,1713,883,Twitterbridge
178,"Dibbert, Pfeffer and Renner",Maycey,6,1313,4713,836,Flipbug
493,"MacGyver, Mraz and Lubowitz",Greveson,10,582,2439,370,Gabvine
141,Haley-Schinner,Astlet,0,4451,3807,304,Photobug
297,"Erdman, Keebler and Crist",Snowdon,7,4446,763,507,Kare
499,Anderson LLC,Vautin,1,213,841,683,Kwinu
170,Langosh and Sons,McTavish,9,379,964,889,Blogpad
816,"Lakin, Jaskolski and Effertz",Dudmesh,5,2593,3502,928,Innojam
792,"Heidenreich, McDermott and Koch",Canellas,20,3534,3258,367,Blognation
239,Schmitt-Lehner,Wardhaugh,13,3396,470,487,Skipstorm
878,Nikolaus-Steuber,Guiduzzi,9,1956,2935,666,Lazzy
984,"Russel, Dach and Jacobson",De Zuani,0,3403,2493,734,Gigabox
634,Torp-Konopelski,Shropsheir,7,470,997,689,Jabbercube
858,"Wehner, Denesik and Bogisich",Lavis,12,4321,3245,160,Ooba
799,"Hansen, Labadie and Lowe",Laughnan,12,1328,2104,665,Zoomzone
591,Terry-Luettgen,Hakes,1,1427,4740,717,Skinder
790,"Hartmann, Hamill and Pollich",Whithalgh,14,3751,515,444,Twimbo
527,Wisozk Group,Folini,14,2166,834,617,Skivee
189,Huels-Champlin,McGeouch,13,590,2086,344,Eidel
364,"Stoltenberg, Davis and Murazik",Axon,0,2714,4161,365,Pixope
721,Becker-Bernhard,Akenhead,1,3597,3503,128,Devify
592,"Lynch, Casper and Schimmel",Beeson,1,4885,2170,219,Yadel
619,Heathcote Group,Reymers,23,2604,4666,977,Zooveo
597,Feeney-Deckow,Thorn,21,3726,566,758,Devcast
566,Nitzsche-Metz,Theunissen,6,4628,2128,380,Kanoodle
879,Morissette-Skiles,Fiddeman,8,384,4720,148,Realmix
733,Kling Group,Danson,14,4631,1780,803,Myworks
953,Funk and Sons,Gregorin,20,3622,4841,523,Youfeed
966,Moore-Feeney,Hoyte,6,2313,3455,497,Cogidoo
307,Larkin Inc,Couper,18,2163,1092,162,Eayo
554,"Hammes, Gaylord and Emmerich",Terris,16,4718,342,846,Eare
792,"Grant, Vandervort and Ruecker",Camidge,14,2239,1101,445,Feedbug
878,Macejkovic-McCullough,Windrass,18,2849,4563,628,Voonder
524,Zemlak Group,Pee,16,554,4207,883,Rhycero
391,Sipes Inc,Goodee,16,208,1325,781,Dynava
904,Bartoletti-McLaughlin,Elson,19,794,4903,299,Photobug
475,"Boyer, Herman and Mayert",Mennithorp,6,4518,1903,474,Topdrive
894,Spinka-Ullrich,Mannock,13,4735,1408,542,Thoughtsphere
111,Cummerata-Bayer,Vereker,11,2711,1787,973,Skinder
174,Roberts-Kuhlman,Sproat,1,3630,4582,547,Pixonyx
972,"Will, Schneider and Kirlin",Jarratt,24,3597,2777,300,Thoughtbridge
115,Hills Group,Leggin,4,132,1135,650,Mita
777,Lakin Inc,Girault,9,3883,3625,223,Babbleblab
248,Gaylord-Johns,Brammer,12,1470,3509,657,Camido
655,"Little, Hermann and Williamson",Rackstraw,19,2937,4340,190,Yamia
613,Beatty LLC,Lording,17,926,4773,507,Zoonoodle
326,Herzog and Sons,Eppson,23,4026,3645,833,Flashdog
334,Macejkovic-Haag,Goodburn,10,1824,269,907,Oloo
208,Schaden-Sipes,McKern,17,2468,3724,265,Oyope
630,Spinka Inc,Slogrove,14,2620,2012,646,Chatterpoint
813,Klocko-Abshire,Giacomo,5,2856,2990,258,Wikibox
456,McDermott Inc,Sorsbie,10,1454,656,236,Innojam
502,"Lindgren, Legros and Treutel",Digg,19,4476,2047,338,Kwinu
414,"Barton, Schmidt and Morar",Taleworth,0,2379,285,202,Yadel
540,Frami-Marvin,Gierok,20,4647,4560,823,Oloo
360,Tillman and Sons,Cowitz,4,3500,3489,549,Zoonder
149,"Lehner, Kshlerin and Kunde",Cordle,18,1293,4306,880,Tekfly
700,Vandervort-Braun,Stutter,21,3246,3949,122,Twimbo
907,Schuppe LLC,Roussell,8,1808,4816,294,Aibox
970,Russel-Streich,Staresmeare,12,3126,3815,704,Zoombeat
786,"Gerlach, Gaylord and Larson",Hellings,2,1287,1356,882,Skinix
613,"Ebert, Fadel and Wolf",Iacopetti,3,1779,2827,715,Topicshots
804,Mertz-Hamill,Benettini,12,818,2530,538,Yombu
333,Reichert Inc,Ilett,8,4141,3941,374,Tagfeed
425,Jaskolski Group,Dargavel,21,2560,3411,359,Oozz
747,"Trantow, Daugherty and Turcotte",Marvel,24,1958,2946,999,Edgetag
346,"Johnson, Jaskolski and Breitenberg",Ancell,18,304,2632,955,Realcube
566,"Fay, Kilback and Ward",Foxhall,22,207,1100,771,Tanoodle
996,Reilly-Schaden,Lamb-shine,2,2934,4037,756,Skippad
117,"Wuckert, Carter and Grant",Sausman,21,3593,1812,352,Tagfeed
441,"Kihn, Langworth and Hudson",Bang,11,4315,3774,791,Meevee
655,Schulist-Dietrich,Mallon,12,4020,4940,385,Quatz
911,Hettinger and Sons,Abba,14,369,2092,416,Pixope
583,Reinger-Dibbert,Vreede,11,3644,1189,767,Tagtune
901,Osinski and Sons,Philbrick,6,3236,3436,828,Skimia
402,McDermott LLC,Kestle,19,463,3909,502,Jayo
328,"Abbott, Koch and Casper",McGriele,24,2929,3173,499,Zooxo
187,"Mraz, Stiedemann and Powlowski",Minero,3,3570,2083,795,Meemm
203,"Boyle, Dare and Hayes",Organ,9,600,2301,672,Voonder
196,"Brekke, Dibbert and Mante",Berthome,1,1144,2528,318,Meezzy
220,Jakubowski and Sons,Barkhouse,3,3941,2637,898,Blogtags
957,"Quitzon, Kozey and Howell",Fortie,3,3729,2870,937,Voolia
744,Strosin-Pacocha,Paradin,14,3783,2714,674,Abata
509,Toy-Wisozk,Becken,21,3973,2756,655,Geba
635,"Ruecker, Kreiger and Feeney",Walters,5,1585,138,660,Twitterlist
648,Harris Group,Dykes,8,1984,2603,362,Topicblab
801,Pagac Inc,Adrian,24,1305,1271,567,Gabspot
335,Heaney Group,Formie,8,1348,1576,658,Shuffletag
104,Larson-Padberg,Pashe,15,2119,1496,904,Gigashots
621,Reichert LLC,Littledyke,11,4338,3864,626,Quinu
602,"Haley, Wiegand and Satterfield",Newport,17,693,440,835,Bubblemix
364,"Kris, Lehner and O'Hara",Sprulls,5,581,2663,921,Shuffledrive
821,Grimes LLC,Casford,12,2087,475,133,Skyvu
899,Lowe Group,Peverell,20,2179,3239,860,Topiczoom
774,Klein-Lemke,Colleymore,6,4539,165,595,Skivee
390,"Armstrong, Littel and Nolan",Jaskiewicz,17,4929,1124,220,Skipstorm
554,"Gleason, Feeney and Dickens",O'Mara,6,2026,2732,595,Yoveo
624,Willms and Sons,Romushkin,10,1622,2392,378,Skinix
624,Cummings-Zieme,Wix,9,2148,667,771,Skyndu
465,"Pfannerstill, Robel and Hand",Lattka,21,4919,3475,529,Mynte
210,"Lindgren, Hettinger and Cummerata",Toffel,17,807,1290,692,Voolith
957,Bartoletti-Willms,Haining,2,4333,1494,130,Eayo
692,Kozey LLC,Sutter,19,4193,2232,881,Jetpulse
923,Hills-Mertz,Kime,20,1002,2340,434,Meetz
362,Ruecker-Lemke,Brugden,0,1699,4078,420,Trilia
799,"Ferry, Friesen and Stroman",Scimone,6,3669,3271,755,Trilith
285,Collier-Schimmel,Giorgioni,12,1571,4689,388,Jamia
707,Parker Inc,Rammell,20,3490,1671,454,Ainyx
141,Moen and Sons,Tinson,16,1983,3045,866,Topicware
667,Walsh Group,Fust,16,3832,4333,244,BlogXS
462,"Marquardt, Hayes and Rempel",Gillimgham,12,2048,3454,236,Layo
688,Cole LLC,Titcombe,18,1274,3661,791,Talane
171,"Towne, Muller and Bogisich",Holyland,24,2863,4824,672,Twitternation
874,"Wilkinson, Conn and Buckridge",Solomonides,12,4371,3210,628,Lajo
719,"Schultz, Mann and Lind",Beville,15,4566,487,278,Twitterbridge
608,Stark-Koelpin,Kimbley,4,2063,636,400,Katz
658,Volkman-Murphy,Briston,12,1881,4766,503,Voonyx
610,McDermott-Purdy,Midgley,20,2059,2430,295,Bubblebox
689,"Oberbrunner, Mayer and Mante",Olivelli,8,238,2359,312,Zava
443,Berge Group,Pratchett,6,4123,227,626,Twinte
889,Donnelly-Auer,Whiston,15,787,912,214,Yacero
680,"Ziemann, Wolff and Champlin",Matheson,15,4842,3209,667,Twitternation
589,Lynch and Sons,Barley,19,4721,1485,703,Meeveo
545,Jerde-Casper,Walworche,19,4508,1482,619,Voonte
314,Schuppe-Abbott,Couvert,17,2791,1509,399,Voonix
258,Casper and Sons,Elgie,23,957,4545,631,Oozz
906,Gutmann-Quitzon,Inold,12,2961,4352,337,Snaptags
410,"Witting, Ortiz and Bode",Emmanuele,2,2269,407,900,Realblab
257,Spinka LLC,Connock,24,1569,204,206,Fiveclub
459,"Smitham, Morar and Weber",Hayer,15,2247,4465,652,Yodel
151,Botsford-Morar,Yesinin,16,2853,1568,939,Jabbersphere
188,"Stokes, Maggio and Lubowitz",Heavyside,1,2824,317,847,Katz
763,Oberbrunner-Wiza,Minton,5,3514,600,519,Jetpulse
532,"Dicki, Schmidt and Lubowitz",Dyshart,22,2688,2830,962,Tagcat
965,Braun Inc,Branchett,14,794,2156,484,Kayveo
925,Gutkowski-Parker,Cator,18,1431,1689,783,Blogtags
415,Zboncak Group,Brychan,20,4027,2935,539,Twitterbridge
454,Ledner-Senger,Ivanishev,22,4998,3078,228,Ntags
585,"McCullough, Bode and Feil",Gallelli,24,3114,3557,784,Babbleopia
613,"Hermiston, Murazik and Bogan",Ovenden,16,3532,2097,520,Linkbridge
349,"Nienow, Homenick and Moore",Bolstridge,3,3137,4294,397,Centimia
346,"Bechtelar, Shanahan and Kunde",Ruben,20,708,2902,969,Bubblebox
248,Konopelski LLC,Zellner,14,324,3870,365,Thoughtbridge
445,Ondricka LLC,Casse,9,1786,3230,160,Livetube
765,Larson-O'Hara,Drought,15,2335,4842,581,Yoveo
478,"Abernathy, Kuhic and Jones",Brok,0,3621,4309,982,Photolist
560,"Reichel, Leuschke and Davis",Notley,19,1111,753,609,Babbleset
859,Purdy Group,Izaac,17,1277,1953,908,Digitube
594,Haag-Brakus,Barge,15,4306,1757,959,Buzzshare
770,Crooks-McClure,Leefe,0,287,1280,352,Skiptube
111,Swaniawski Inc,Spieght,6,3704,1974,312,Flashpoint
864,Schulist-Waelchi,Sterke,22,3895,3406,891,Ooba
206,Ortiz-D'Amore,Fazakerley,24,4642,2193,620,Demivee
660,"Reinger, Sipes and Bashirian",Fittes,16,4440,3007,994,Dynazzy
583,"Beer, Beatty and Dach",Clapperton,4,1137,4631,563,Bubblebox
953,Kihn-Kessler,Schrieves,4,535,1564,577,Centizu
515,Metz Inc,Marusyak,7,3672,1736,557,Leenti
784,Hackett and Sons,Cridlan,20,1687,527,858,Flashpoint
379,"Jerde, Bauch and Will",Baudino,21,3333,3497,829,Kwimbee
682,Ward-Sawayn,Humbey,5,1696,2216,869,Chatterpoint
124,Johnson-Brakus,Basson,22,4341,279,410,Trilia
242,Kilback and Sons,Kidds,12,2198,1367,345,Brightdog
301,"Will, Raynor and Treutel",Martignon,17,3603,2662,202,Skajo
395,MacGyver-Ruecker,Wicklin,2,1076,1813,692,Jamia
270,"Jerde, Hermann and Leffler",Gouch,3,4357,2611,980,Photobean
201,Thiel-Runte,Papez,14,3573,2500,741,Topicstorm
857,Labadie-O'Kon,Sadat,16,277,4552,415,Roodel
351,Bradtke-Ledner,McCorkell,6,1597,3200,861,Pixoboo
652,Marquardt Inc,Goroni,1,2415,1646,968,Tagchat
737,"Beahan, Howe and Mertz",Dionis,20,1982,3483,584,LiveZ
271,VonRueden-Collins,Billham,5,2431,3549,668,Photofeed
762,"O'Connell, Kerluke and Thiel",Martin,22,2810,1634,559,Meejo
